,i,j,Lon,Lat,SL,UC,Code,Error
26420245,3446,2954,114.85,-8.45,142.858695290082,129.331565033576,108,100
26420246,3447,2954,114.883333333333,-8.45,138.235214344282,125.168087127297,108,100
26420247,3448,2954,114.916666666667,-8.45,132.710576870813,120.55469020807,108,100
26420248,3449,2954,114.95,-8.45,126.986812057024,115.51841874125,108,100
26420249,3450,2954,114.983333333333,-8.45,120.521960513023,110.180951059525,108,100
26420250,3451,2954,115.016666666667,-8.45,113.73262909187,104.784542998495,108,100
26420251,3452,2954,115.05,-8.45,107.869997570405,99.6382676200862,108,100
26420252,3453,2954,115.083333333333,-8.45,102.106272699376,94.8726492385338,108,100
26420253,3454,2954,115.116666666667,-8.45,96.47725092458,90.6046129843259,108,100
26420254,3455,2954,115.15,-8.45,93.5103170910628,86.8493914759082,108,100
26420255,3456,2954,115.183333333333,-8.45,89.8784604180796,83.1371591952125,108,100
26420256,3457,2954,115.216666666667,-8.45,83.6020760450309,79.3908696526596,108,100
26420257,3458,2954,115.25,-8.45,79.6839445349818,76.2719804457597,108,100
26420258,3459,2954,115.283333333333,-8.45,78.7144633122085,73.9500854715066,108,100
26420259,3460,2954,115.316666666667,-8.45,78.3328934046714,71.8427974179277,108,100
26420260,3461,2954,115.35,-8.45,76.0531796861679,69.2068301263216,108,100
26420261,3462,2954,115.383333333333,-8.45,71.0602462002362,65.5937361654744,108,100
26420262,3463,2954,115.416666666667,-8.45,64.5058356261849,60.9314125149988,108,100
26420263,3464,2954,115.45,-8.45,57.066052366923,55.3649179673723,108,100
26420264,3465,2954,115.483333333333,-8.45,49.7703489946348,49.1258996985657,108,100
26420265,3466,2954,115.516666666667,-8.45,42.6005602019382,42.2617354976005,888,-888
26420266,3467,2954,115.55,-8.45,34.5342239190485,34.5163430074369,13,212
26420267,3468,2954,115.583333333333,-8.45,23.9740209272636,25.4455139157538,13,212
26420268,3469,2954,115.616666666667,-8.45,10.1678868491504,14.7026259679604,13,212
26420269,3470,2954,115.65,-8.45,-8.2127844896926,2.2881475927626,13,212
26420270,3471,2954,115.683333333333,-8.45,-28.8308258935063,-11.1201251187106,13,212
26420271,3472,2954,115.716666666667,-8.45,-47.2464258937168,-24.5464722110178,13,212
26420272,3473,2954,115.75,-8.45,-65.5156413890144,-37.3901572646677,13,212
26420273,3474,2954,115.783333333333,-8.45,-82.758098341215,-48.8584182549472,13,212
26420274,3475,2954,115.816666666667,-8.45,-95.120366732864,-57.9498162410786,13,212
26420275,3476,2954,115.85,-8.45,-103.425390081192,-64.0540507623481,13,212
26420276,3477,2954,115.883333333333,-8.45,-107.797343709463,-66.4986347341119,13,212
26431031,3432,2953,114.383333333333,-8.41666666666667,11.7059305897292,11.2398305897292,13,212
26431032,3433,2953,114.416666666667,-8.41666666666667,21.7271625600422,21.2156825600422,13,212
26431033,3434,2953,114.45,-8.41666666666667,48.2620181036761,47.1422226444117,13,212
26431034,3435,2953,114.483333333333,-8.41666666666667,94.0146352460365,90.7605350605021,13,212
