i,j,Lon,Lat,SL,UC,Code,Error
3379,2897,"112,6166667","-6,55","89,10328854","83,06189509",13,212
3380,2897,"112,65","-6,55","103,539626","95,54808771",13,212
3381,2897,"112,6833333","-6,55","116,0097557","105,9661648",13,212
3382,2897,"112,7166667","-6,55","125,4180517","114,1589463",13,212
3383,2897,"112,75","-6,55","127,7612082","116,8658173",13,212
3384,2897,"112,7833333","-6,55","121,2665313","112,4677489",13,212
3385,2897,"112,8166667","-6,55","111,1834917","105,357993",13,212
3386,2897,"112,85","-6,55","105,2957442","101,9765861",13,212
3387,2897,"112,8833333","-6,55","105,2517491","103,2491784",13,212
3388,2897,"112,9166667","-6,55","107,3723802","105,8423022",13,212
3389,2897,"112,95","-6,55","108,2991361","107,1151553",13,212
3390,2897,"112,9833333","-6,55","106,9169279","106,2083171",13,212
3391,2897,"113,0166667","-6,55","103,7717545","103,6659201",13,212
3392,2897,"113,05","-6,55","100,133085","100,4916343",13,212
3393,2897,"113,0833333","-6,55","96,81867548","97,43155501",13,212
3394,2897,"113,1166667","-6,55","94,48840576","95,19803355",13,212
3395,2897,"113,15","-6,55","93,68537727","94,30421027",13,212
3396,2897,"113,1833333","-6,55","94,38050501","94,57020906",13,212
3316,2896,"110,5166667","-6,516666667","89,37959343","88,03430853",13,212
3317,2896,"110,55","-6,516666667","95,57109681","94,26306904",13,212
3318,2896,"110,5833333","-6,516666667","102,8639724","101,5704098",13,212
3319,2896,"110,6166667","-6,516666667","111,2323941","109,9531477",13,212
3320,2896,"110,65","-6,516666667","120,6927999","119,3842197",13,212
3321,2896,"110,6833333","-6,516666667","130,1276009","128,7605607",13,212
3322,2896,"110,7166667","-6,516666667","138,1546806","136,7074174",13,212
3323,2896,"110,75","-6,516666667","144,322768","142,7893907",13,212
3324,2896,"110,7833333","-6,516666667","147,9366592","146,3362688",13,212
3325,2896,"110,8166667","-6,516666667","148,3451044","146,6493844",13,212
3326,2896,"110,85","-6,516666667","146,5652106","144,7385306",13,212
3327,2896,"110,8833333","-6,516666667","143,8785358","141,9215858",13,212
3328,2896,"110,9166667","-6,516666667","141,0788153","138,9927553",13,212
3329,2896,"110,95","-6,516666667","138,9947105","136,7812505",13,212
3330,2896,"110,9833333","-6,516666667","137,25333","134,91465",13,212
3331,2896,"111,0166667","-6,516666667","133,2141393","130,7529093",13,212
3332,2896,"111,05","-6,516666667","124,8330694","122,2952434",13,212
3333,2896,"111,0833333","-6,516666667","114,4527002","111,8318679",13,212
3334,2896,"111,1166667","-6,516666667","107,0221158","104,1457967",13,212
3335,2896,"111,15","-6,516666667","104,686852","101,4380661",13,212
3336,2896,"111,1833333","-6,516666667","106,5263371","102,6314484",13,212
3337,2896,"111,2166667","-6,516666667","109,3666217","105,0962854",13,212
3338,2896,"111,25","-6,516666667","110,36668","106,2150645",13,212
3339,2896,"111,2833333","-6,516666667","110,2097298","106,0016884",13,212
3340,2896,"111,3166667","-6,516666667","109,3841963","105,3330749",13,212
3341,2896,"111,35","-6,516666667","107,3248297","104,4576217",13,212
3342,2896,"111,3833333","-6,516666667","105,1259475","103,7662852",13,212
3343,2896,"111,4166667","-6,516666667","103,5858692","102,8477057",13,212
3344,2896,"111,45","-6,516666667","102,042576","100,6996177",13,212
3345,2896,"111,4833333","-6,516666667","99,41239587","97,51647719",13,212
3346,2896,"111,5166667","-6,516666667","96,13111184","94,41867203",13,212
3347,2896,"111,55","-6,516666667","93,44359093","91,93652836",13,212
3348,2896,"111,5833333","-6,516666667","91,57371129","90,5126985",13,212
3349,2896,"111,6166667","-6,516666667","91,08703476","90,3380134",13,212
3350,2896,"111,65","-6,516666667","92,29565926","90,94872055",13,212
3351,2896,"111,6833333","-6,516666667","92,68623697","90,86492404",13,212
3352,2896,"111,7166667","-6,516666667","89,2383147","87,99889491",13,212
3353,2896,"111,75","-6,516666667","82,73651152","82,76838745",13,212
3354,2896,"111,7833333","-6,516666667","77,13909612","77,68600527",13,212
3355,2896,"111,8166667","-6,516666667","74,33827744","74,30927725",13,212
3356,2896,"111,85","-6,516666667","73,44774964","72,80732951",13,212
3357,2896,"111,8833333","-6,516666667","74,05536855","72,67408435",13,212
3358,2896,"111,9166667","-6,516666667","75,48531508","73,04568381",13,212
3359,2896,"111,95","-6,516666667","77,15058999","73,3895957",13,212
3360,2896,"111,9833333","-6,516666667","78,11429133","73,03817771",13,212
3361,2896,"112,0166667","-6,516666667","76,57484607","70,42014493",13,212
3362,2896,"112,05","-6,516666667","70,8975715","64,1193697",13,212
3363,2896,"112,0833333","-6,516666667","60,98528221","54,02874113",13,212
3364,2896,"112,1166667","-6,516666667","47,56403353","40,82389744",13,212
3365,2896,"112,15","-6,516666667","31,37971911","25,252052",13,212
3366,2896,"112,1833333","-6,516666667","13,98926802","8,718860891",13,212
3367,2896,"112,2166667","-6,516666667","-2,899838818","-7,240572029",13,212
3368,2896,"112,25","-6,516666667","-18,00403865","-21,35761085",13,212
3369,2896,"112,2833333","-6,516666667","-29,90157317","-32,19496225",13,212
3370,2896,"112,3166667","-6,516666667","-36,58585131","-37,74763509",13,212
3371,2896,"112,35","-6,516666667","-36,86395247","-36,7811997",13,212
3372,2896,"112,3833333","-6,516666667","-30,93377414","-29,65262646",13,212
3373,2896,"112,4166667","-6,516666667","-18,51839461","-16,78575509",13,212
3374,2896,"112,45","-6,516666667","-1,117877289","-0,1671883735",13,212
3375,2896,"112,4833333","-6,516666667","16,44852429","16,0232687",13,212
3376,2896,"112,5166667","-6,516666667","32,75896354","31,01884792",13,212
3377,2896,"112,55","-6,516666667","51,03718204","48,03718637",13,212
3378,2896,"112,5833333","-6,516666667","71,03622015","66,71742805",13,212
3379,2896,"112,6166667","-6,516666667","88,32403781","82,44450242",13,212
3380,2896,"112,65","-6,516666667","101,8026969","93,93264845",13,212
3381,2896,"112,6833333","-6,516666667","114,1787686","104,2407029",13,212
3382,2896,"112,7166667","-6,516666667","124,2588278","113,1794026",13,212
3383,2896,"112,75","-6,516666667","126,4697704","115,9096107",13,212
3384,2896,"112,7833333","-6,516666667","118,5944229","110,3604784",13,212
3385,2896,"112,8166667","-6,516666667","106,6800543","101,7348211",13,212
3386,2896,"112,85","-6,516666667","99,42970643","97,28499971",13,212
3387,2896,"112,8833333","-6,516666667","98,47283872","97,84849731",13,212
3388,2896,"112,9166667","-6,516666667","98,89430367","98,9826294",13,212
3389,2896,"112,95","-6,516666667","97,17167822","97,94854605",13,212
3390,2896,"112,9833333","-6,516666667","93,57481701","95,05302506",13,212
3391,2896,"113,0166667","-6,516666667","89,49607335","91,40322441",13,212
3392,2896,"113,05","-6,516666667","86,19020178","88,19614938",13,212
3393,2896,"113,0833333","-6,516666667","84,21059337","86,24243095",13,212
3394,2896,"113,1166667","-6,516666667","83,71635169","85,77716545",13,212
3395,2896,"113,15","-6,516666667","84,85620326","86,84176107",13,212
3396,2896,"113,1833333","-6,516666667","87,54594343","88,9672283",13,212
3316,2895,"110,5166667","-6,483333333","79,46006864","78,3195141",13,212
3317,2895,"110,55","-6,483333333","86,73600517","85,65835484",13,212
3318,2895,"110,5833333","-6,483333333","95,06889042","93,94002793",13,212
3319,2895,"110,6166667","-6,483333333","104,0214834","102,9060383",13,212
3320,2895,"110,65","-6,483333333","113,2730506","112,1732856",13,212
3321,2895,"110,6833333","-6,483333333","121,5434465","120,3608232",13,212
3322,2895,"110,7166667","-6,483333333","127,8909579","126,6091946",13,212
3323,2895,"110,75","-6,483333333","132,9163277","131,5839874",13,212
3324,2895,"110,7833333","-6,483333333","136,2072689","134,8341088",13,212
3325,2895,"110,8166667","-6,483333333","136,8426446","135,3583049",13,212
3326,2895,"110,85","-6,483333333","136,3421059","134,7141649",13,212
3327,2895,"110,8833333","-6,483333333","135,9485617","134,2217428",13,212
3328,2895,"110,9166667","-6,483333333","134,7238359","132,8985759",13,212
3329,2895,"110,95","-6,483333333","132,4360003","130,4861803",13,212
3330,2895,"110,9833333","-6,483333333","129,4298369","127,3574969",13,212
3331,2895,"111,0166667","-6,483333333","124,6056806","122,4133706",13,212
3332,2895,"111,05","-6,483333333","117,1764849","114,8206374",13,212
3333,2895,"111,0833333","-6,483333333","109,5302875","106,9412995",13,212
3334,2895,"111,1166667","-6,483333333","105,1884002","102,5183254",13,212
3335,2895,"111,15","-6,483333333","104,5445171","101,7185387",13,212
3336,2895,"111,1833333","-6,483333333","106,3932891","102,8363557",13,212
3337,2895,"111,2166667","-6,483333333","108,9407099","104,9840577",13,212
3338,2895,"111,25","-6,483333333","110,0694345","106,321212",13,212
3339,2895,"111,2833333","-6,483333333","109,8607926","106,1704462",13,212
3340,2895,"111,3166667","-6,483333333","108,8344795","105,3763714",13,212
3341,2895,"111,35","-6,483333333","106,8567027","104,2952731",13,212
3342,2895,"111,3833333","-6,483333333","104,6120069","103,0965387",13,212
3343,2895,"111,4166667","-6,483333333","101,933705","101,3111003",13,212
3344,2895,"111,45","-6,483333333","99,1348364","98,3208367",13,212
3345,2895,"111,4833333","-6,483333333","96,24921364","94,89440667",13,212
3346,2895,"111,5166667","-6,483333333","92,93970054","91,82893567",13,212
3347,2895,"111,55","-6,483333333","90,23901956","89,3788813",13,212
3348,2895,"111,5833333","-6,483333333","88,41823672","88,05456311",13,212
3349,2895,"111,6166667","-6,483333333","87,43215165","87,53542409",13,212
3350,2895,"111,65","-6,483333333","87,14167467","86,91418895",13,212
3351,2895,"111,6833333","-6,483333333","85,67424294","85,15390241",13,212
3352,2895,"111,7166667","-6,483333333","80,58645118","80,83489619",13,212
3353,2895,"111,75","-6,483333333","72,0888555","73,91163531",13,212
3354,2895,"111,7833333","-6,483333333","63,73544318","66,23342447",13,212
3355,2895,"111,8166667","-6,483333333","57,50939649","59,43854844",13,212
3356,2895,"111,85","-6,483333333","53,63336238","54,92332152",13,212
3357,2895,"111,8833333","-6,483333333","53,14643217","53,43136858",13,212
3358,2895,"111,9166667","-6,483333333","55,71339911","54,41170166",13,212
3359,2895,"111,95","-6,483333333","60,03323385","56,76093236",13,212
3360,2895,"111,9833333","-6,483333333","64,51287644","59,21887883",13,212
3361,2895,"112,0166667","-6,483333333","67,12485815","60,09172994",13,212
3362,2895,"112,05","-6,483333333","65,71005785","57,53405001",13,212
3363,2895,"112,0833333","-6,483333333","59,67407149","51,12343731",13,212
3364,2895,"112,1166667","-6,483333333","49,39028224","41,2212848",13,212
3365,2895,"112,15","-6,483333333","35,44252144","28,25866287",13,212
3366,2895,"112,1833333","-6,483333333","19,60065025","13,68571538",13,212
3367,2895,"112,2166667","-6,483333333","3,980828028","-0,7016222389",13,212
3368,2895,"112,25","-6,483333333","-10,46911879","-13,98918001",13,212
3369,2895,"112,2833333","-6,483333333","-22,3752312","-24,7168724",13,212
3370,2895,"112,3166667","-6,483333333","-29,41772525","-30,5045498",13,212
3371,2895,"112,35","-6,483333333","-30,91898876","-30,59676502",13,212
3372,2895,"112,3833333","-6,483333333","-26,62567852","-24,93621837",13,212
3373,2895,"112,4166667","-6,483333333","-15,62690112","-13,40656029",13,212
3374,2895,"112,45","-6,483333333","-0,09960913121","1,295435111",13,212
3375,2895,"112,4833333","-6,483333333","15,05532964","14,98586263",13,212
3376,2895,"112,5166667","-6,483333333","29,0525412","27,64193855",13,212
3377,2895,"112,55","-6,483333333","45,45641607","42,82263322",13,212
3378,2895,"112,5833333","-6,483333333","64,33121042","60,46960719",13,212
3379,2895,"112,6166667","-6,483333333","81,51984279","76,34101667",13,212
3380,2895,"112,65","-6,483333333","95,15297668","88,46894698",13,212
3381,2895,"112,6833333","-6,483333333","107,1420205","98,99474524",13,212
3382,2895,"112,7166667","-6,483333333","116,9180225","108,0079089",13,212
3383,2895,"112,75","-6,483333333","119,8726831","111,4652674",13,212
3384,2895,"112,7833333","-6,483333333","113,9065502","107,3487899",13,212
3385,2895,"112,8166667","-6,483333333","103,8356989","99,89666939",13,212
3386,2895,"112,85","-6,483333333","97,02730338","95,52272701",13,212
3387,2895,"112,8833333","-6,483333333","94,76757383","94,94023124",13,212
3388,2895,"112,9166667","-6,483333333","92,27925326","93,65634212",13,212
3389,2895,"112,95","-6,483333333","86,75987997","89,29787147",13,212
3390,2895,"112,9833333","-6,483333333","79,73018808","83,18672452",13,212
3391,2895,"113,0166667","-6,483333333","73,47681327","77,24053572",13,212
3392,2895,"113,05","-6,483333333","69,71282577","73,31482893",13,212
3393,2895,"113,0833333","-6,483333333","68,90262444","72,31113414",13,212
3394,2895,"113,1166667","-6,483333333","70,30571686","73,68536039",13,212
3395,2895,"113,15","-6,483333333","73,40929584","76,80681161",13,212
3396,2895,"113,1833333","-6,483333333","78,30480508","81,05753429",13,212
3316,2894,"110,5166667","-6,45","67,79206041","66,88010905",13,212
3317,2894,"110,55","-6,45","75,91311743","75,05092718",13,212
3318,2894,"110,5833333","-6,45","85,14908903","84,21389908",13,212
3319,2894,"110,6166667","-6,45","94,40131434","93,49509835",13,212
3320,2894,"110,65","-6,45","103,1507395","102,2476752",13,212
3321,2894,"110,6833333","-6,45","110,6867205","109,6691509",13,212
3322,2894,"110,7166667","-6,45","116,0007095","114,8747723",13,212
3323,2894,"110,75","-6,45","119,4723833","118,2779395",13,212
3324,2894,"110,7833333","-6,45","121,6363444","120,3965209",13,212
3325,2894,"110,8166667","-6,45","122,6912174","121,334761",13,212
3326,2894,"110,85","-6,45","123,9609909","122,488077",13,212
3327,2894,"110,8833333","-6,45","125,104884","123,6467123",13,212
3328,2894,"110,9166667","-6,45","124,9996875","123,5032521",13,212
3329,2894,"110,95","-6,45","124,0343302","122,3737821",13,212
3330,2894,"110,9833333","-6,45","121,6309706","119,8226106",13,212
3331,2894,"111,0166667","-6,45","117,1797178","115,2541378",13,212
3332,2894,"111,05","-6,45","111,4198695","109,1360741",13,212
3333,2894,"111,0833333","-6,45","106,3866881","103,4769915",13,212
3334,2894,"111,1166667","-6,45","104,033206","101,2295687",13,212
3335,2894,"111,15","-6,45","103,9762091","101,414507",13,212
3336,2894,"111,1833333","-6,45","105,0707713","101,8233294",13,212
3337,2894,"111,2166667","-6,45","105,9649235","102,3755236",13,212
3343,2894,"111,4166667","-6,45","97,20380509","96,85332411",13,212
3344,2894,"111,45","-6,45","94,81094339","94,41692161",13,212
3345,2894,"111,4833333","-6,45","92,77241892","91,9357696",13,212
3346,2894,"111,5166667","-6,45","90,03806817","89,47249662",13,212
3347,2894,"111,55","-6,45","87,57906755","87,30849713",13,212
3348,2894,"111,5833333","-6,45","85,62130664","85,95634778",13,212
3349,2894,"111,6166667","-6,45","83,7764369","85,10840369",13,212
3350,2894,"111,65","-6,45","82,27453581","83,89188963",13,212
3351,2894,"111,6833333","-6,45","80,04384472","81,26381603",13,212
3352,2894,"111,7166667","-6,45","73,94557599","75,73514894",13,212
3353,2894,"111,75","-6,45","63,43691648","67,0256454",13,212
3354,2894,"111,7833333","-6,45","51,88896829","56,43704262",13,212
3355,2894,"111,8166667","-6,45","41,55272896","45,84268426",13,212
3356,2894,"111,85","-6,45","34,55249176","38,40164991",13,212
3357,2894,"111,8833333","-6,45","33,67393735","36,29685393",13,212
3358,2894,"111,9166667","-6,45","38,32384841","38,70275803",13,212
3359,2894,"111,95","-6,45","45,99704069","43,48585942",13,212
3360,2894,"111,9833333","-6,45","54,67955806","49,1277992",13,212
3361,2894,"112,0166667","-6,45","62,09723584","53,96536048",13,212
3362,2894,"112,05","-6,45","65,60935739","55,63434793",13,212
3363,2894,"112,0833333","-6,45","63,75031882","52,92526493",13,212
3364,2894,"112,1166667","-6,45","56,31320763","46,07232473",13,212
3365,2894,"112,15","-6,45","44,5139871","35,8862812",13,212
3366,2894,"112,1833333","-6,45","30,69974806","23,83623616",13,212
3367,2894,"112,2166667","-6,45","16,86846279","11,53921318",13,212
3368,2894,"112,25","-6,45","3,446361928","-0,5474916459",13,212
3369,2894,"112,2833333","-6,45","-8,077491368","-10,83393564",13,212
3370,2894,"112,3166667","-6,45","-15,40079636","-16,98246217",13,212
3371,2894,"112,35","-6,45","-18,3381511","-18,74775266",13,212
3372,2894,"112,3833333","-6,45","-16,62430448","-15,95794574",13,212
3373,2894,"112,4166667","-6,45","-9,444223467","-8,219994305",13,212
3374,2894,"112,45","-6,45","1,120151412","1,999149464",13,212
3375,2894,"112,4833333","-6,45","11,90560131","11,78976902",13,212
3376,2894,"112,5166667","-6,45","23,24759499","21,99796909",13,212
3377,2894,"112,55","-6,45","37,30520334","34,99124824",13,212
3378,2894,"112,5833333","-6,45","54,18852015","50,85257545",13,212
3379,2894,"112,6166667","-6,45","71,13389682","66,81367891",13,212
3380,2894,"112,65","-6,45","85,30771005","80,09692776",13,212
3381,2894,"112,6833333","-6,45","97,11127936","91,08541425",13,212
3382,2894,"112,7166667","-6,45","106,8226668","100,3027422",13,212
3383,2894,"112,75","-6,45","111,6235948","105,4789875",13,212
3384,2894,"112,7833333","-6,45","109,4811568","104,6728695",13,212
3385,2894,"112,8166667","-6,45","102,919319","100,0102337",13,212
3386,2894,"112,85","-6,45","96,90303656","95,95893185",13,212
3387,2894,"112,8833333","-6,45","92,45497009","93,19468229",13,212
3388,2894,"112,9166667","-6,45","86,29313454","88,5911378",13,212
3389,2894,"112,95","-6,45","76,99574182","80,892682",13,212
3390,2894,"112,9833333","-6,45","66,57766512","71,63885125",13,212
3391,2894,"113,0166667","-6,45","57,8001809","63,08849095",13,212
3392,2894,"113,05","-6,45","53,13675599","58,00279377",13,212
3393,2894,"113,0833333","-6,45","53,21720263","57,58260282",13,212
3394,2894,"113,1166667","-6,45","56,48178942","60,57327219",13,212
3395,2894,"113,15","-6,45","61,67432281","65,66479134",13,212
3396,2894,"113,1833333","-6,45","68,80463614","71,99422706",13,212
3316,2893,"110,5166667","-6,416666667","54,52635243","53,83493018",13,212
3317,2893,"110,55","-6,416666667","63,41348458","62,75495701",13,212
3318,2893,"110,5833333","-6,416666667","72,89827168","72,1852626",13,212
3319,2893,"110,6166667","-6,416666667","81,6288407","80,95782058",13,212
3320,2893,"110,65","-6,416666667","89,32015177","88,61961578",13,212
3321,2893,"110,6833333","-6,416666667","95,83810262","94,9774921",13,212
3322,2893,"110,7166667","-6,416666667","100,4335567","99,40747268",13,212
3323,2893,"110,75","-6,416666667","103,2447346","102,0217278",13,212
3324,2893,"110,7833333","-6,416666667","105,1548068","103,7739899",13,212
3325,2893,"110,8166667","-6,416666667","107,0884596","105,6451422",13,212
3326,2893,"110,85","-6,416666667","109,5024242","108,0938658",13,212
3327,2893,"110,8833333","-6,416666667","110,8486272","109,6718471",13,212
3328,2893,"110,9166667","-6,416666667","111,7058426","110,6029538",13,212
3329,2893,"110,95","-6,416666667","112,4841802","111,2271805",13,212
3330,2893,"110,9833333","-6,416666667","111,0602843","109,7679524",13,212
3331,2893,"111,0166667","-6,416666667","107,8772222","106,3009509",13,212
3332,2893,"111,05","-6,416666667","105,0526476","102,4225378",13,212
3333,2893,"111,0833333","-6,416666667","103,3205035","99,46285448",13,212
3339,2893,"111,2833333","-6,416666667","99,73293779","96,94012789",108,100
3340,2893,"111,3166667","-6,416666667","98,195504","95,76107531",108,100
3341,2893,"111,35","-6,416666667","96,10551603","94,48225897",108,100
3344,2893,"111,45","-6,416666667","90,0391384","90,07190257",13,212
3345,2893,"111,4833333","-6,416666667","88,50701883","88,35187245",13,212
3346,2893,"111,5166667","-6,416666667","86,52815589","86,41001221",13,212
3347,2893,"111,55","-6,416666667","84,45412566","84,68535616",13,212
3348,2893,"111,5833333","-6,416666667","82,39592575","83,43182489",13,212
3349,2893,"111,6166667","-6,416666667","79,76445274","82,34568173",13,212
3350,2893,"111,65","-6,416666667","77,38274536","80,90473439",13,212
3351,2893,"111,6833333","-6,416666667","74,68703197","78,00635693",13,212
3352,2893,"111,7166667","-6,416666667","68,55696973","71,95955354",13,212
3353,2893,"111,75","-6,416666667","57,48791079","62,21806023",13,212
3354,2893,"111,7833333","-6,416666667","43,08623692","49,43130246",13,212
3355,2893,"111,8166667","-6,416666667","28,65813883","35,81624474",13,212
3356,2893,"111,85","-6,416666667","18,98667554","26,14772464",13,212
3357,2893,"111,8833333","-6,416666667","17,73179952","23,58511178",13,212
3358,2893,"111,9166667","-6,416666667","24,10417751","27,02654792",13,212
3359,2893,"111,95","-6,416666667","34,81195674","33,73124305",13,212
3360,2893,"111,9833333","-6,416666667","46,88290446","41,63884942",13,212
3361,2893,"112,0166667","-6,416666667","57,84647801","49,0950133",13,212
3362,2893,"112,05","-6,416666667","65,82595542","54,28151521",13,212
3363,2893,"112,0833333","-6,416666667","69,0766653","55,88735354",13,212
3364,2893,"112,1166667","-6,416666667","66,13830329","53,7767887",13,212
3365,2893,"112,15","-6,416666667","58,42362651","48,4401479",13,212
3366,2893,"112,1833333","-6,416666667","48,75046882","40,93734629",13,212
3367,2893,"112,2166667","-6,416666667","38,57351084","32,52076264",13,212
3368,2893,"112,25","-6,416666667","27,67110064","23,07404863",13,212
3369,2893,"112,2833333","-6,416666667","17,26178298","13,89166186",13,212
3370,2893,"112,3166667","-6,416666667","9,201544869","6,832162001",13,212
3371,2893,"112,35","-6,416666667","3,298268454","1,741261061",13,212
3372,2893,"112,3833333","-6,416666667","-0,2953725236","-1,110855969",13,212
3373,2893,"112,4166667","-6,416666667","-0,6995897282","-0,8545372668",13,212
3374,2893,"112,45","-6,416666667","1,830864112","1,925816943",13,212
3375,2893,"112,4833333","-6,416666667","6,652939542","6,398149954",13,212
3376,2893,"112,5166667","-6,416666667","14,8462111","13,81352129",13,212
3377,2893,"112,55","-6,416666667","27,04003853","25,08759536",13,212
3378,2893,"112,5833333","-6,416666667","42,09539063","39,30026727",13,212
3379,2893,"112,6166667","-6,416666667","58,04172144","54,55691849",13,212
3380,2893,"112,65","-6,416666667","72,57043405","68,67142324",13,212
3381,2893,"112,6833333","-6,416666667","85,13651042","80,95771217",13,212
3382,2893,"112,7166667","-6,416666667","95,8614739","91,32558553",13,212
3383,2893,"112,75","-6,416666667","102,8473878","98,47259819",13,212
3384,2893,"112,7833333","-6,416666667","104,3649823","101,0060923",13,212
3385,2893,"112,8166667","-6,416666667","101,2079092","99,34839102",13,212
3386,2893,"112,85","-6,416666667","95,74239089","95,54816229",13,212
3387,2893,"112,8833333","-6,416666667","88,87604628","90,29984186",13,212
3388,2893,"112,9166667","-6,416666667","79,18070527","82,29598867",13,212
3389,2893,"112,95","-6,416666667","66,53785413","71,54750182",13,212
3390,2893,"112,9833333","-6,416666667","53,63534709","60,10514739",13,212
3391,2893,"113,0166667","-6,416666667","43,65865935","50,3245072",13,212
3392,2893,"113,05","-6,416666667","38,84380411","44,71085867",13,212
3393,2893,"113,0833333","-6,416666667","39,75483762","44,67354858",13,212
3394,2893,"113,1166667","-6,416666667","44,7823519","48,98829951",13,212
3395,2893,"113,15","-6,416666667","51,98074765","55,57531987",13,212
3396,2893,"113,1833333","-6,416666667","60,9103344","63,25977273",13,212
3316,2892,"110,5166667","-6,383333333","42,10642253","41,63503255",13,212
3317,2892,"110,55","-6,383333333","51,31381275","50,87316713",13,212
3318,2892,"110,5833333","-6,383333333","60,80255221","60,34017042",13,212
3319,2892,"110,6166667","-6,383333333","68,71965489","68,27780419",13,212
3320,2892,"110,65","-6,383333333","75,07124679","74,55883134",13,212
3321,2892,"110,6833333","-6,383333333","80,30025448","79,58300096",13,212
3322,2892,"110,7166667","-6,383333333","84,67549982","83,7203418",13,212
3323,2892,"110,75","-6,383333333","88,15896986","86,87030671",13,212
3324,2892,"110,7833333","-6,383333333","90,98028728","89,30151061",13,212
3325,2892,"110,8166667","-6,383333333","93,54381917","91,64942535",13,212
3326,2892,"110,85","-6,383333333","95,5870724","93,90676582",13,212
3327,2892,"110,8833333","-6,383333333","96,45072594","95,38872931",13,212
3328,2892,"110,9166667","-6,383333333","97,29703987","96,52361973",13,212
3329,2892,"110,95","-6,383333333","97,9425816","97,21855931",13,212
3330,2892,"110,9833333","-6,383333333","97,10561331","96,72062338",13,212
3331,2892,"111,0166667","-6,383333333","96,17177935","95,39210159",13,212
3335,2892,"111,15","-6,383333333","100,4281165","95,04646693",108,100
3336,2892,"111,1833333","-6,383333333","98,29475187","94,43438377",108,100
3337,2892,"111,2166667","-6,383333333","96,35334647","93,5314237",108,100
3338,2892,"111,25","-6,383333333","95,19272879","92,52092361",108,100
3339,2892,"111,2833333","-6,383333333","93,82095677","91,35369388",108,100
3340,2892,"111,3166667","-6,383333333","92,06583648","90,01408475",108,100
3341,2892,"111,35","-6,383333333","89,92378786","88,62216459",108,100
3342,2892,"111,3833333","-6,383333333","88,14648858","87,3468608",108,100
3345,2892,"111,4833333","-6,383333333","83,32793632","83,77587374",13,212
3346,2892,"111,5166667","-6,383333333","82,17506671","82,44735459",13,212
3347,2892,"111,55","-6,383333333","80,4547951","81,22844745",13,212
3348,2892,"111,5833333","-6,383333333","78,2432732","80,17649933",13,212
3349,2892,"111,6166667","-6,383333333","75,76371642","79,13675648",13,212
3350,2892,"111,65","-6,383333333","73,52612362","77,8104043",13,212
3351,2892,"111,6833333","-6,383333333","70,05523117","74,84235026",13,212
3352,2892,"111,7166667","-6,383333333","63,66788988","68,72497729",13,212
3353,2892,"111,75","-6,383333333","53,11335511","58,97854976",13,212
3354,2892,"111,7833333","-6,383333333","37,71178408","45,708053",13,212
3355,2892,"111,8166667","-6,383333333","20,72480619","30,86314291",13,212
3356,2892,"111,85","-6,383333333","8,633559487","19,72207136",13,212
3357,2892,"111,8833333","-6,383333333","6,141531187","16,27739707",13,212
3358,2892,"111,9166667","-6,383333333","13,07858101","19,54682287",13,212
3359,2892,"111,95","-6,383333333","25,27151052","26,47855259",13,212
3360,2892,"111,9833333","-6,383333333","38,7698616","34,87703409",13,212
3361,2892,"112,0166667","-6,383333333","51,70076423","43,60711731",13,212
3362,2892,"112,05","-6,383333333","62,77755498","51,33615726",13,212
3363,2892,"112,0833333","-6,383333333","70,42938741","57,01554571",13,212
3364,2892,"112,1166667","-6,383333333","73,32443232","60,59938115",13,212
3365,2892,"112,15","-6,383333333","71,96216649","61,53794313",13,212
3366,2892,"112,1833333","-6,383333333","67,8828901","59,59163747",13,212
3367,2892,"112,2166667","-6,383333333","61,93279526","55,41716518",13,212
3368,2892,"112,25","-6,383333333","53,80373472","48,74733937",13,212
3369,2892,"112,2833333","-6,383333333","44,13789882","40,2476872",13,212
3370,2892,"112,3166667","-6,383333333","34,24230182","31,22561658",13,212
3371,2892,"112,35","-6,383333333","24,49045823","22,11983154",13,212
3372,2892,"112,3833333","-6,383333333","15,81740385","14,03555904",13,212
3373,2892,"112,4166667","-6,383333333","8,781346401","7,641910495",13,212
3374,2892,"112,45","-6,383333333","4,227043225","3,620564949",13,212
3375,2892,"112,4833333","-6,383333333","3,389801553","2,989454083",13,212
3376,2892,"112,5166667","-6,383333333","7,820126934","7,084134121",13,212
3377,2892,"112,55","-6,383333333","18,10609121","16,57051247",13,212
3378,2892,"112,5833333","-6,383333333","31,73557515","29,51349613",13,212
3379,2892,"112,6166667","-6,383333333","46,12269583","43,47900517",13,212
3380,2892,"112,65","-6,383333333","60,0791068","57,24260094",13,212
3381,2892,"112,6833333","-6,383333333","73,25774881","70,39471668",13,212
3382,2892,"112,7166667","-6,383333333","85,24885178","82,19017089",13,212
3383,2892,"112,75","-6,383333333","94,09643188","91,06759768",13,212
3384,2892,"112,7833333","-6,383333333","98,16040446","95,82357324",13,212
3385,2892,"112,8166667","-6,383333333","97,34408419","96,23466777",13,212
3386,2892,"112,85","-6,383333333","92,14906849","92,64640061",13,212
3387,2892,"112,8833333","-6,383333333","83,472962","85,6302241",13,212
3388,2892,"112,9166667","-6,383333333","71,49508748","75,37145903",13,212
3389,2892,"112,95","-6,383333333","56,64887081","62,59038921",13,212
3390,2892,"112,9833333","-6,383333333","41,87947657","49,62048166",13,212
