i,j,Lon,Lat,SL,UC,Code,Error
3362,2910,"112,05","-6,983333333","50,71764978","44,28845978",13,212
3363,2910,"112,0833333","-6,983333333","51,55572969","45,24018969",13,212
3364,2910,"112,1166667","-6,983333333","51,77971538","45,58389538",13,212
3365,2910,"112,15","-6,983333333","52,57771336","46,50727336",13,212
3366,2910,"112,1833333","-6,983333333","53,68990317","47,75012317",13,212
3367,2910,"112,2166667","-6,983333333","53,77763993","47,97339993",13,212
3368,2910,"112,25","-6,983333333","53,04703322","47,38279322",13,212
3369,2910,"112,2833333","-6,983333333","53,61144292","48,09124292",13,212
3370,2910,"112,3166667","-6,983333333","56,41446126","51,04192126",13,212
3371,2910,"112,35","-6,983333333","59,3236623","54,1019323",13,212
3372,2910,"112,3833333","-6,983333333","61,83083789","56,76264789",13,212
3373,2910,"112,4166667","-6,983333333","64,60757227","59,69520227",13,212
3374,2910,"112,45","-6,983333333","66,56308199","61,80837199",13,212
3375,2910,"112,4833333","-6,983333333","67,1247575","62,5290875",13,212
3376,2910,"112,5166667","-6,983333333","66,47100661","62,03532661",13,212
3377,2910,"112,55","-6,983333333","64,90879024","60,63363024",13,212
3378,2910,"112,5833333","-6,983333333","62,15490833","58,03561878",13,212
3379,2910,"112,6166667","-6,983333333","58,21444485","54,23678519",13,212
3380,2910,"112,65","-6,983333333","54,22965578","50,37373143",13,212
3381,2910,"112,6833333","-6,983333333","52,82548854","49,06424352",13,212
3382,2910,"112,7166667","-6,983333333","56,63704818","52,94617455",13,212
3383,2910,"112,75","-6,983333333","66,73935252","62,91593925",13,212
3384,2910,"112,7833333","-6,983333333","81,68976404","77,36681189",13,212
3385,2910,"112,8166667","-6,983333333","97,91328212","93,1419556",13,212
3386,2910,"112,85","-6,983333333","112,4246842","107,5625859",13,212
3387,2910,"112,8833333","-6,983333333","124,1142652","119,3595998",13,212
3388,2910,"112,9166667","-6,983333333","132,7464052","128,338484",13,212
3389,2910,"112,95","-6,983333333","138,4817248","135,0549152",13,212
3390,2910,"112,9833333","-6,983333333","142,7627113","140,4306763",13,212
3391,2910,"113,0166667","-6,983333333","146,7948919","145,0268073",13,212
3392,2910,"113,05","-6,983333333","149,8658337","148,519417",13,212
3393,2910,"113,0833333","-6,983333333","151,0925451","150,4825035",13,212
3394,2910,"113,1166667","-6,983333333","150,5075434","151,1336047",13,212
3316,2909,"110,5166667","-6,95","15,68759474","12,20887592",13,212
3317,2909,"110,55","-6,95","15,35028603","11,73360603",13,212
3318,2909,"110,5833333","-6,95","17,5227916","13,7517116",13,212
3319,2909,"110,6166667","-6,95","20,69743322","16,77027322",13,212
3320,2909,"110,65","-6,95","23,57988325","19,49546325",13,212
3321,2909,"110,6833333","-6,95","26,03612527","21,79375527",13,212
3322,2909,"110,7166667","-6,95","27,86535891","23,46488891",13,212
3323,2909,"110,75","-6,95","29,3226107","24,7643807",13,212
3324,2909,"110,7833333","-6,95","30,45282319","25,73771319",13,212
3325,2909,"110,8166667","-6,95","30,26071674","25,39010674",13,212
3326,2909,"110,85","-6,95","28,55765676","23,53343676",13,212
3327,2909,"110,8833333","-6,95","25,0021446","19,8267146",13,212
3328,2909,"110,9166667","-6,95","20,46532708","15,14160708",13,212
3329,2909,"110,95","-6,95","17,31341187","11,84480187",13,212
3330,2909,"110,9833333","-6,95","17,96830838","12,35866838",13,212
3331,2909,"111,0166667","-6,95","24,91500622","19,16870622",13,212
3332,2909,"111,05","-6,95","38,0466969","32,1685469",13,212
3333,2909,"111,0833333","-6,95","53,68602586","47,68127586",13,212
3334,2909,"111,1166667","-6,95","68,92562806","62,79993806",13,212
3335,2909,"111,15","-6,95","83,70757978","77,46703978",13,212
3336,2909,"111,1833333","-6,95","97,92967523","91,58072523",13,212
3337,2909,"111,2166667","-6,95","108,9160898","102,4655598",13,212
3338,2909,"111,25","-6,95","114,3148911","107,7699311",13,212
3339,2909,"111,2833333","-6,95","115,1169318","108,4850118",13,212
3340,2909,"111,3166667","-6,95","112,2724063","105,5612963",13,212
3341,2909,"111,35","-6,95","106,8825346","100,1002346",13,212
3342,2909,"111,3833333","-6,95","100,8526144","94,00738436",13,212
3343,2909,"111,4166667","-6,95","93,92113162","87,02142162",13,212
3344,2909,"111,45","-6,95","84,66788446","77,72232446",13,212
3345,2909,"111,4833333","-6,95","73,41702859","66,43439859",13,212
3346,2909,"111,5166667","-6,95","61,79139692","54,78058692",13,212
3347,2909,"111,55","-6,95","51,42199379","44,39198379",13,212
3348,2909,"111,5833333","-6,95","43,43880966","36,39862966",13,212
3349,2909,"111,6166667","-6,95","38,56946732","31,52816732",13,212
3350,2909,"111,65","-6,95","35,89337391","28,86001391",13,212
3351,2909,"111,6833333","-6,95","33,76518991","26,74877991",13,212
3352,2909,"111,7166667","-6,95","32,11779447","25,12727447",13,212
3353,2909,"111,75","-6,95","31,83658918","24,88081918",13,212
3354,2909,"111,7833333","-6,95","31,80567099","24,89338099",13,212
3355,2909,"111,8166667","-6,95","30,33527416","23,47503416",13,212
3356,2909,"111,85","-6,95","28,1660745","21,3662845",13,212
3357,2909,"111,8833333","-6,95","26,65795948","19,92679948",13,212
3358,2909,"111,9166667","-6,95","26,07982968","19,42524968",13,212
3359,2909,"111,95","-6,95","25,72302459","19,15271459",13,212
3360,2909,"111,9833333","-6,95","24,70526733","18,22665733",13,212
3361,2909,"112,0166667","-6,95","23,2087521","16,8289521",13,212
3362,2909,"112,05","-6,95","21,52212405","15,24792405",13,212
3363,2909,"112,0833333","-6,95","18,37505072","12,21290072",13,212
3364,2909,"112,1166667","-6,95","14,80457631","8,760566307",13,212
3365,2909,"112,15","-6,95","12,96920894","7,049048941",13,212
3366,2909,"112,1833333","-6,95","12,58107989","6,790099888",13,212
3367,2909,"112,2166667","-6,95","12,46335964","6,806469644",13,212
3368,2909,"112,25","-6,95","12,86707924","7,348779242",13,212
3369,2909,"112,2833333","-6,95","15,81097886","10,43535886",13,212
3370,2909,"112,3166667","-6,95","21,83416218","16,60486218",13,212
3371,2909,"112,35","-6,95","28,18702981","23,10725981",13,212
3372,2909,"112,3833333","-6,95","34,25269564","29,32523564",13,212
3373,2909,"112,4166667","-6,95","40,97520215","36,20236215",13,212
3374,2909,"112,45","-6,95","47,04183089","42,42549089",13,212
3375,2909,"112,4833333","-6,95","51,09887728","46,64047728",13,212
3376,2909,"112,5166667","-6,95","52,46666606","48,16719606",13,212
3377,2909,"112,55","-6,95","51,92560055","47,78324338",13,212
3378,2909,"112,5833333","-6,95","50,81098477","46,81236964",13,212
3379,2909,"112,6166667","-6,95","49,30503391","45,42416482",13,212
3380,2909,"112,65","-6,95","47,4877303","43,69369533",13,212
3381,2909,"112,6833333","-6,95","47,32653631","43,58463163",13,212
3382,2909,"112,7166667","-6,95","51,07837607","47,38624054",13,212
3383,2909,"112,75","-6,95","59,93022068","56,13437508",13,212
3384,2909,"112,7833333","-6,95","73,36254534","69,11853801",13,212
3385,2909,"112,8166667","-6,95","88,50480958","83,86127735",13,212
3386,2909,"112,85","-6,95","102,5236829","97,77537567",13,212
3387,2909,"112,8833333","-6,95","114,4293111","109,7306036",13,212
3388,2909,"112,9166667","-6,95","123,4316206","119,2530034",13,212
3389,2909,"112,95","-6,95","129,4129009","126,4090443",13,212
3390,2909,"112,9833333","-6,95","134,1042234","131,9891022",13,212
3391,2909,"113,0166667","-6,95","138,4054642","136,684752",13,212
3392,2909,"113,05","-6,95","141,8698392","140,6381609",13,212
3393,2909,"113,0833333","-6,95","143,5357199","143,2286088",13,212
3394,2909,"113,1166667","-6,95","142,8094378","143,9370516",13,212
3395,2909,"113,15","-6,95","140,9697334","143,0884682",13,212
3316,2908,"110,5166667","-6,916666667","28,76634196","25,50097184",13,212
3317,2908,"110,55","-6,916666667","27,43090582","24,03662919",13,212
3318,2908,"110,5833333","-6,916666667","27,41318259","23,85782759",13,212
3319,2908,"110,6166667","-6,916666667","28,09302214","24,37676214",13,212
3320,2908,"110,65","-6,916666667","29,7833164","25,9109164",13,212
3321,2908,"110,6833333","-6,916666667","32,19101766","28,16163766",13,212
3322,2908,"110,7166667","-6,916666667","33,59352539","29,40684539",13,212
3323,2908,"110,75","-6,916666667","32,23105426","27,88728426",13,212
3324,2908,"110,7833333","-6,916666667","28,21815468","23,71801468",13,212
3325,2908,"110,8166667","-6,916666667","23,28522858","18,62994858",13,212
3326,2908,"110,85","-6,916666667","18,81063155","14,00196155",13,212
3327,2908,"110,8833333","-6,916666667","13,40776674","8,447976741",13,212
3328,2908,"110,9166667","-6,916666667","6,365558914","1,257438914",13,212
3329,2908,"110,95","-6,916666667","0,4270693177","-4,826120682",13,212
3330,2908,"110,9833333","-6,916666667","-1,448505094","-6,843025094",13,212
3331,2908,"111,0166667","-6,916666667","2,91700514","-2,61459486",13,212
3332,2908,"111,05","-6,916666667","14,66097003","8,996980032",13,212
3333,2908,"111,0833333","-6,916666667","31,59349898","25,80224898",13,212
3334,2908,"111,1166667","-6,916666667","49,8099277","43,8969977",13,212
3335,2908,"111,15","-6,916666667","68,0838576","62,0552176",13,212
3336,2908,"111,1833333","-6,916666667","86,37387418","80,23587418",13,212
3337,2908,"111,2166667","-6,916666667","101,9840652","95,74344522",13,212
3338,2908,"111,25","-6,916666667","113,2061645","106,8700045",13,212
3339,2908,"111,2833333","-6,916666667","120,6535518","114,2292218",13,212
3340,2908,"111,3166667","-6,916666667","122,8233662","116,3185762",13,212
3341,2908,"111,35","-6,916666667","118,9987702","112,4214402",13,212
3342,2908,"111,3833333","-6,916666667","111,7180902","105,0764402",13,212
3343,2908,"111,4166667","-6,916666667","102,6272097","95,92960971",13,212
3344,2908,"111,45","-6,916666667","90,20000054","83,45504054",13,212
3345,2908,"111,4833333","-6,916666667","74,07162741","67,28804741",13,212
3346,2908,"111,5166667","-6,916666667","57,2003022","50,3869422",13,212
3347,2908,"111,55","-6,916666667","42,17848758","35,34428758",13,212
3348,2908,"111,5833333","-6,916666667","29,90059029","23,05456029",13,212
3349,2908,"111,6166667","-6,916666667","21,1740321","14,3251921",13,212
3350,2908,"111,65","-6,916666667","15,96025702","9,117637025",13,212
3351,2908,"111,6833333","-6,916666667","12,28985293","5,462462932",13,212
3352,2908,"111,7166667","-6,916666667","9,386643813","2,583403813",13,212
3353,2908,"111,75","-6,916666667","8,217905369","1,447655369",13,212
3354,2908,"111,7833333","-6,916666667","7,701590187","0,9730701872",13,212
3355,2908,"111,8166667","-6,916666667","6,408961093","-0,2692689071",13,212
3356,2908,"111,85","-6,916666667","4,519637584","-2,099902416",13,212
3357,2908,"111,8833333","-6,916666667","3,090903633","-3,461756367",13,212
3358,2908,"111,9166667","-6,916666667","3,065767916","-3,412042084",13,212
3359,2908,"111,95","-6,916666667","3,277020654","-3,118239346",13,212
3360,2908,"111,9833333","-6,916666667","1,974570485","-4,330699515",13,212
3361,2908,"112,0166667","-6,916666667","-1,045911155","-7,254548022",13,212
3362,2908,"112,05","-6,916666667","-6,537728751","-12,64431632",13,212
3363,2908,"112,0833333","-6,916666667","-15,46699653","-21,46566888",13,212
3364,2908,"112,1166667","-6,916666667","-25,05530251","-30,93869931",13,212
3365,2908,"112,15","-6,916666667","-32,07836988","-37,83971648",13,212
3366,2908,"112,1833333","-6,916666667","-36,43241793","-42,06614544",13,212
3367,2908,"112,2166667","-6,916666667","-38,38922429","-43,89012714",13,212
3368,2908,"112,25","-6,916666667","-37,0688123","-42,43343631",13,212
3369,2908,"112,2833333","-6,916666667","-31,45587289","-36,68002161",13,212
3370,2908,"112,3166667","-6,916666667","-21,68220401","-26,76049995",13,212
3371,2908,"112,35","-6,916666667","-10,51870089","-15,44871145",13,212
3372,2908,"112,3833333","-6,916666667","0,7071428999","-4,072557972",13,212
3373,2908,"112,4166667","-6,916666667","12,16668125","7,541889362",13,212
3374,2908,"112,45","-6,916666667","22,72717519","18,26109809",13,212
3375,2908,"112,4833333","-6,916666667","31,18007406","26,87025614",13,212
3376,2908,"112,5166667","-6,916666667","36,25884916","32,10051371",13,212
3377,2908,"112,55","-6,916666667","38,4823203","34,47472658",13,212
3378,2908,"112,5833333","-6,916666667","40,09801972","36,21551237",13,212
3379,2908,"112,6166667","-6,916666667","41,85359313","38,03465007",13,212
3380,2908,"112,65","-6,916666667","43,35090913","39,5657226",13,212
3381,2908,"112,6833333","-6,916666667","45,88147486","42,12471554",13,212
3382,2908,"112,7166667","-6,916666667","51,18569189","47,44010255",13,212
3383,2908,"112,75","-6,916666667","59,90078065","55,99306626",13,212
3384,2908,"112,7833333","-6,916666667","71,49036541","67,12841599",13,212
3385,2908,"112,8166667","-6,916666667","84,13198288","79,48861304",13,212
3386,2908,"112,85","-6,916666667","96,01244455","91,33451513",13,212
3387,2908,"112,8833333","-6,916666667","106,188764","101,5751028",13,212
3388,2908,"112,9166667","-6,916666667","113,8646757","109,9192394",13,212
3389,2908,"112,95","-6,916666667","119,5735191","116,7354947",13,212
3390,2908,"112,9833333","-6,916666667","124,9805407","122,8331884",13,212
3391,2908,"113,0166667","-6,916666667","130,09421","128,3286892",13,212
3392,2908,"113,05","-6,916666667","133,6330067","132,5363651",13,212
3393,2908,"113,0833333","-6,916666667","134,6531849","134,7604941",13,212
3394,2908,"113,1166667","-6,916666667","133,9061491","135,3721758",13,212
3395,2908,"113,15","-6,916666667","133,0227113","135,3015759",13,212
3396,2908,"113,1833333","-6,916666667","131,9509275","134,8005754",13,212
3316,2907,"110,5166667","-6,883333333","41,99985457","38,94718628",13,212
3317,2907,"110,55","-6,883333333","39,55677188","36,37491612",13,212
3318,2907,"110,5833333","-6,883333333","37,04769693","33,710632",13,212
3319,2907,"110,6166667","-6,883333333","35,41389677","31,91486677",13,212
3320,2907,"110,65","-6,883333333","35,95361999","32,29983999",13,212
3321,2907,"110,6833333","-6,883333333","38,81863919","35,00912919",13,212
3322,2907,"110,7166667","-6,883333333","42,01449065","38,04877065",13,212
3323,2907,"110,75","-6,883333333","42,11917473","37,99731473",13,212
3324,2907,"110,7833333","-6,883333333","37,42935093","33,15190093",13,212
3325,2907,"110,8166667","-6,883333333","30,67265889","26,24071889",13,212
3326,2907,"110,85","-6,883333333","25,93362789","21,34881789",13,212
3327,2907,"110,8833333","-6,883333333","22,80121892","18,06565892",13,212
3328,2907,"110,9166667","-6,883333333","19,12006738","14,23639738",13,212
3329,2907,"110,95","-6,883333333","15,60478114","10,57614114",13,212
3330,2907,"110,9833333","-6,883333333","13,38162493","8,211644932",13,212
3331,2907,"111,0166667","-6,883333333","13,00842375","7,701213754",13,212
3332,2907,"111,05","-6,883333333","16,72553334","11,28567334",13,212
3333,2907,"111,0833333","-6,883333333","26,3190752","20,7515752",13,212
3334,2907,"111,1166667","-6,883333333","40,6577389","34,9680589",13,212
3335,2907,"111,15","-6,883333333","58,15384853","52,34785853",13,212
3336,2907,"111,1833333","-6,883333333","77,027392","71,111362",13,212
3337,2907,"111,2166667","-6,883333333","94,42001633","88,40056633",13,212
3338,2907,"111,25","-6,883333333","109,1328535","103,0169735",13,212
3339,2907,"111,2833333","-6,883333333","121,1046357","114,8996357",13,212
3340,2907,"111,3166667","-6,883333333","127,3559729","121,0694429",13,212
3341,2907,"111,35","-6,883333333","125,5790545","119,2188745",13,212
3342,2907,"111,3833333","-6,883333333","118,6794441","112,2537341",13,212
3343,2907,"111,4166667","-6,883333333","110,4073541","103,9244441",13,212
3344,2907,"111,45","-6,883333333","99,8699176","93,3383176",13,212
3345,2907,"111,4833333","-6,883333333","85,39174968","78,82013968",13,212
3346,2907,"111,5166667","-6,883333333","68,58909445","61,98627445",13,212
3347,2907,"111,55","-6,883333333","51,54200911","44,91687911",13,212
3348,2907,"111,5833333","-6,883333333","35,84590253","29,20741253",13,212
3349,2907,"111,6166667","-6,883333333","23,43760228","16,79474228",13,212
3350,2907,"111,65","-6,883333333","14,59035973","7,952129733",13,212
3351,2907,"111,6833333","-6,883333333","7,56932036","0,9447003596",13,212
3352,2907,"111,7166667","-6,883333333","2,038675447","-4,563444553",13,212
3353,2907,"111,75","-6,883333333","-1,454470371","-8,025250371",13,212
3354,2907,"111,7833333","-6,883333333","-3,021406609","-9,552156609",13,212
3355,2907,"111,8166667","-6,883333333","-3,489086559","-9,971236559",13,212
3356,2907,"111,85","-6,883333333","-4,235345862","-10,66050586",13,212
3357,2907,"111,8833333","-6,883333333","-4,814910823","-11,17491082",13,212
3358,2907,"111,9166667","-6,883333333","-4,244508462","-10,5310709",13,212
3359,2907,"111,95","-6,883333333","-4,212692974","-10,41825141",13,212
3360,2907,"111,9833333","-6,883333333","-6,762943377","-12,88195614",13,212
3361,2907,"112,0166667","-6,883333333","-12,02050182","-18,04660316",13,212
3362,2907,"112,05","-6,883333333","-20,16771171","-26,09448993",13,212
3363,2907,"112,0833333","-6,883333333","-31,75511733","-37,58034593",13,212
3364,2907,"112,1166667","-6,883333333","-45,19746002","-50,9169809",13,212
3365,2907,"112,15","-6,883333333","-57,31160059","-62,9172505",13,212
3366,2907,"112,1833333","-6,883333333","-66,28546675","-71,76799315",13,212
3367,2907,"112,2166667","-6,883333333","-71,43572536","-76,78152686",13,212
3368,2907,"112,25","-6,883333333","-72,17421792","-77,38253211",13,212
3369,2907,"112,2833333","-6,883333333","-67,65055347","-72,72480789",13,212
3370,2907,"112,3166667","-6,883333333","-57,09613955","-62,02635507",13,212
3371,2907,"112,35","-6,883333333","-43,30292032","-48,08640594",13,212
3372,2907,"112,3833333","-6,883333333","-29,04275749","-33,67697634",13,212
3373,2907,"112,4166667","-6,883333333","-14,85228389","-19,32463395",13,212
3374,2907,"112,45","-6,883333333","-1,004334568","-5,313106415",13,212
3375,2907,"112,4833333","-6,883333333","11,32211793","7,166778057",13,212
3376,2907,"112,5166667","-6,883333333","20,40351416","16,38771386",13,212
3377,2907,"112,55","-6,883333333","26,78741422","22,90084496",13,212
3378,2907,"112,5833333","-6,883333333","31,72300291","27,93396904",13,212
3379,2907,"112,6166667","-6,883333333","36,12615313","32,34016457",13,212
3380,2907,"112,65","-6,883333333","40,64994412","36,83154621",13,212
3381,2907,"112,6833333","-6,883333333","46,34415643","42,53841846",13,212
3382,2907,"112,7166667","-6,883333333","53,87312573","50,05998884",13,212
3383,2907,"112,75","-6,883333333","63,30833792","59,27084157",13,212
3384,2907,"112,7833333","-6,883333333","74,12624128","69,58678721",13,212
3385,2907,"112,8166667","-6,883333333","84,66963415","79,87927986",13,212
3386,2907,"112,85","-6,883333333","94,00713615","89,29718703",13,212
3387,2907,"112,8833333","-6,883333333","101,8979189","97,42045401",13,212
3388,2907,"112,9166667","-6,883333333","107,7766323","104,0528575",13,212
3389,2907,"112,95","-6,883333333","112,2106361","109,3957926",13,212
3390,2907,"112,9833333","-6,883333333","116,6432279","114,3474325",13,212
3391,2907,"113,0166667","-6,883333333","121,0380926","119,1439985",13,212
3392,2907,"113,05","-6,883333333","123,9811343","122,9225192",13,212
3393,2907,"113,0833333","-6,883333333","124,9597104","125,3817693",13,212
3394,2907,"113,1166667","-6,883333333","125,2697693","127,0274753",13,212
3395,2907,"113,15","-6,883333333","125,608889","128,1256336",13,212
3396,2907,"113,1833333","-6,883333333","125,5042527","128,6101245",13,212
3316,2906,"110,5166667","-6,85","57,67168159","54,79001692",13,212
3317,2906,"110,55","-6,85","53,84632312","50,85695411",13,212
3318,2906,"110,5833333","-6,85","48,55694611","45,43365922",13,212
3319,2906,"110,6166667","-6,85","43,59512204","40,31807391",13,212
3320,2906,"110,65","-6,85","41,04281532","37,61345532",13,212
3321,2906,"110,6833333","-6,85","41,80803225","38,22444225",13,212
3322,2906,"110,7166667","-6,85","44,80978201","41,07135201",13,212
3323,2906,"110,75","-6,85","47,31416451","43,42080451",13,212
3324,2906,"110,7833333","-6,85","46,55768191","42,50980191",13,212
3325,2906,"110,8166667","-6,85","44,1139039","39,9124739",13,212
3326,2906,"110,85","-6,85","44,77000503","40,41648503",13,212
3327,2906,"110,8833333","-6,85","49,32248463","44,81886463",13,212
3328,2906,"110,9166667","-6,85","54,76590111","50,11468111",13,212
3329,2906,"110,95","-6,85","58,76389124","53,96808124",13,212
3330,2906,"110,9833333","-6,85","59,13928959","54,20239959",13,212
3331,2906,"111,0166667","-6,85","53,95963971","48,88562971",13,212
3332,2906,"111,05","-6,85","46,34145167","41,13479167",13,212
3333,2906,"111,0833333","-6,85","43,00877058","37,67436058",13,212
3334,2906,"111,1166667","-6,85","46,71741576","41,26059576",13,212
3335,2906,"111,15","-6,85","57,00453301","51,43106301",13,212
3336,2906,"111,1833333","-6,85","71,67353274","65,98957274",13,212
3337,2906,"111,2166667","-6,85","87,51529138","81,72736138",13,212
3338,2906,"111,25","-6,85","102,6054851","96,72048511",13,212
3339,2906,"111,2833333","-6,85","115,8872757","109,9123957",13,212
3340,2906,"111,3166667","-6,85","124,7588717","118,7016417",13,212
3341,2906,"111,35","-6,85","126,5130111","120,3812211",13,212
3342,2906,"111,3833333","-6,85","123,3288874","117,1305774",13,212
3343,2906,"111,4166667","-6,85","119,0887398","112,8321598",13,212
3344,2906,"111,45","-6,85","113,4981836","107,1917736",13,212
3345,2906,"111,4833333","-6,85","104,9889614","98,64134139",13,212
3346,2906,"111,5166667","-6,85","94,24927294","87,86918294",13,212
3347,2906,"111,55","-6,85","82,25356146","75,84983146",13,212
3348,2906,"111,5833333","-6,85","69,38018779","62,96171779",13,212
3349,2906,"111,6166667","-6,85","56,45432196","50,03006196",13,212
3350,2906,"111,65","-6,85","44,10964981","37,68854981",13,212
3351,2906,"111,6833333","-6,85","33,86313589","27,45413589",13,212
3352,2906,"111,7166667","-6,85","26,94364137","20,55560137",13,212
3353,2906,"111,75","-6,85","21,18114662","14,82286662",13,212
3354,2906,"111,7833333","-6,85","17,81696531","11,49711531",13,212
3355,2906,"111,8166667","-6,85","18,01461557","11,74053531",13,212
3356,2906,"111,85","-6,85","18,50103504","12,27881716",13,212
3357,2906,"111,8833333","-6,85","18,24034607","12,07867955",13,212
3358,2906,"111,9166667","-6,85","17,98397765","11,89480796",13,212
3359,2906,"111,95","-6,85","16,29620506","10,29105063",13,212
3360,2906,"111,9833333","-6,85","11,1831393","5,263188682",13,212
3361,2906,"112,0166667","-6,85","2,477032908","-3,358819316",13,212
3362,2906,"112,05","-6,85","-7,938390181","-13,68050706",13,212
3363,2906,"112,0833333","-6,85","-19,07081718","-24,71124664",13,212
3364,2906,"112,1166667","-6,85","-32,20699924","-37,74822516",13,212
3365,2906,"112,15","-6,85","-46,41915044","-51,86281146",13,212
3366,2906,"112,1833333","-6,85","-58,36247268","-63,69660265",13,212
3367,2906,"112,2166667","-6,85","-66,22188055","-71,42322064",13,212
3368,2906,"112,25","-6,85","-70,93049714","-75,97990908",13,212
3369,2906,"112,2833333","-6,85","-72,3794232","-77,28252523",13,212
3370,2906,"112,3166667","-6,85","-68,60456935","-73,3736008",13,212
3371,2906,"112,35","-6,85","-59,39277942","-64,02639939",13,212
3372,2906,"112,3833333","-6,85","-47,62006232","-52,10435992",13,212
3373,2906,"112,4166667","-6,85","-34,40445881","-38,72311469",13,212
3374,2906,"112,45","-6,85","-18,79305974","-22,95027407",13,212
3375,2906,"112,4833333","-6,85","-3,771943771","-7,780889005",13,212
3376,2906,"112,5166667","-6,85","8,099687036","4,221804133",13,212
3377,2906,"112,55","-6,85","18,19823682","14,42182979",13,212
3378,2906,"112,5833333","-6,85","26,29406153","22,5860286",13,212
3379,2906,"112,6166667","-6,85","32,38856163","28,65877745",13,212
3380,2906,"112,65","-6,85","39,20942556","35,35648825",13,212
3381,2906,"112,6833333","-6,85","47,7731078","43,84450589",13,212
3382,2906,"112,7166667","-6,85","57,10112036","53,17104288",13,212
3383,2906,"112,75","-6,85","67,21143344","63,09553945",13,212
3384,2906,"112,7833333","-6,85","77,94906466","73,35256409",13,212
3385,2906,"112,8166667","-6,85","87,71360953","82,78748325",13,212
3386,2906,"112,85","-6,85","95,27092649","90,45427802",13,212
3387,2906,"112,8833333","-6,85","100,7574046","96,42616652",13,212
3388,2906,"112,9166667","-6,85","104,4087266","100,8405131",13,212
3389,2906,"112,95","-6,85","106,6650565","103,8067893",13,212
3390,2906,"112,9833333","-6,85","108,8100793","106,4385566",13,212
3391,2906,"113,0166667","-6,85","111,5567753","109,6505621",13,212
3392,2906,"113,05","-6,85","114,3570462","113,3607182",13,212
3393,2906,"113,0833333","-6,85","116,5098696","117,0941942",13,212
3394,2906,"113,1166667","-6,85","118,0366019","120,1037742",13,212
3395,2906,"113,15","-6,85","118,8388023","121,9141248",13,212
3396,2906,"113,1833333","-6,85","118,5401683","122,321691",13,212
3316,2905,"110,5166667","-6,816666667","74,98252675","72,27018486",13,212
3317,2905,"110,55","-6,816666667","71,30871726","68,5164987",13,212
3318,2905,"110,5833333","-6,816666667","64,45905548","61,55031596",13,212
3319,2905,"110,6166667","-6,816666667","55,97928044","52,92345998",13,212
3320,2905,"110,65","-6,816666667","48,77484562","45,57201578",13,212
3321,2905,"110,6833333","-6,816666667","45,26467867","41,91223867",13,212
3322,2905,"110,7166667","-6,816666667","45,9374728","42,4318228",13,212
3323,2905,"110,75","-6,816666667","49,2635442","45,6044342",13,212
3324,2905,"110,7833333","-6,816666667","52,87181659","49,05954659",13,212
3325,2905,"110,8166667","-6,816666667","56,58484977","52,62020977",13,212
3326,2905,"110,85","-6,816666667","63,679515","59,563835",13,212
3327,2905,"110,8833333","-6,816666667","76,54025291","72,27539291",13,212
3328,2905,"110,9166667","-6,816666667","91,90457092","87,49290092",13,212
3329,2905,"110,95","-6,816666667","103,60991","99,05429999",13,212
3330,2905,"110,9833333","-6,816666667","107,002062","102,305882",13,212
3331,2905,"111,0166667","-6,816666667","99,1856991","94,3527991",13,212
3332,2905,"111,05","-6,816666667","83,12018679","78,15488679",13,212
3333,2905,"111,0833333","-6,816666667","68,36788799","63,27497799",13,212
3334,2905,"111,1166667","-6,816666667","61,11196311","55,89668311",13,212
3335,2905,"111,15","-6,816666667","62,4722944","57,1402644",13,212
3336,2905,"111,1833333","-6,816666667","70,91425995","65,47153995",13,212
3337,2905,"111,2166667","-6,816666667","83,13675967","77,58976967",13,212
3338,2905,"111,25","-6,816666667","96,33576027","90,69127027",13,212
3339,2905,"111,2833333","-6,816666667","108,8016972","103,0668272",13,212
3340,2905,"111,3166667","-6,816666667","118,8099903","112,9921603",13,212
3341,2905,"111,35","-6,816666667","124,2208242","118,3277342",13,212
3342,2905,"111,3833333","-6,816666667","125,961585","120,001175",13,212
3343,2905,"111,4166667","-6,816666667","126,7110949","120,6915449",13,212
3344,2905,"111,45","-6,816666667","127,3017052","121,2313852",13,212
3345,2905,"111,4833333","-6,816666667","126,9561597","120,8435997",13,212
3346,2905,"111,5166667","-6,816666667","124,7558002","118,6096602",13,212
3347,2905,"111,55","-6,816666667","120,565278","114,394338",13,212
3348,2905,"111,5833333","-6,816666667","114,2747884","108,0878884",13,212
3349,2905,"111,6166667","-6,816666667","104,7091711","98,51519113",13,212
3350,2905,"111,65","-6,816666667","92,14994919","85,95778919",13,212
3351,2905,"111,6833333","-6,816666667","81,41896301","75,23749301",13,212
3352,2905,"111,7166667","-6,816666667","75,8767739","69,71335133",13,212
3353,2905,"111,75","-6,816666667","71,35591984","65,21884665",13,212
3354,2905,"111,7833333","-6,816666667","67,13935098","61,04251401",13,212
3355,2905,"111,8166667","-6,816666667","65,65866596","59,60818221",13,212
3356,2905,"111,85","-6,816666667","65,63413827","59,62696483",13,212
3357,2905,"111,8833333","-6,816666667","65,73961268","59,77893795",13,212
3358,2905,"111,9166667","-6,816666667","64,3802666","58,47854658",13,212
3359,2905,"111,95","-6,816666667","59,39887137","53,579947",13,212
3360,2905,"111,9833333","-6,816666667","50,78906647","45,07046482",13,212
3361,2905,"112,0166667","-6,816666667","40,02463838","34,38946789",13,212
